,MetadataField,Metadata
0,NSGL Document #:,NEMRIP-L-71-002
1,Sea Grant Program/Affiliate:,Rhode Island Sea Grant
2,Title:,The Marine Sciences in Scientific American
3,Author:,"Linsky, Ronald B.(Compiler)"
4,Publication Year :,1971
5,Publisher:,New England Marine Resources Information Program
6,# Pages / Video Length:,5
7,Publication Type:,directories/bib​liographies/ind​exes
8,Program Report #:,Marine Memorandum No. 8
9,,URI MMM# 8
10,Abstract:,"References by subject on the marine sciences located in Scientific American that include the title, author, year and month of publication, and page on which the article begins. The report was compiled by Ronald B. Linsky, Director, Sea Grant Program, University of Southern California."
