,MetadataField,Metadata
0,NSGL Document #:,CASG-I-08-004
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,FISHTECH Data Base (DB) - A Bibliography for Fish Technology
3,Author:,"Tom, Pamela"
4,,"Howgate, Peter"
5,Publication Year :,2008
6,Publisher:,University of California Sea Grant College Program
7,# Pages / Video Length:,2352
8,Publication Type:,directories/bib​liographies/ind​exes
9,Grant/Contract #:,NOAA Sea Grant
10,URL:,http://seafood.​ucdavis.edu/pub​s/fishtechdb_in​fo.htm
11,Abstract:,A bibliography of Fish technology publications with abstracts from the FISHTECH data base.
