,MetadataField,Metadata
0,NSGL Document #:,CUIMR-T-85-005
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Humboldt County prawn and shrimp trapping survey February-April, 1985"
3,Author:,"Toole, Christopher"
4,,"Olson, Darrel"
5,Publication Year :,1985
6,# Pages / Video Length:,5
7,Publication Type:,technical reports/surveys​/patents
8,Project #:,A/EA-1
9,Abstract:,"A cooperative project between the Marine Advisory Program and NMFS was developed to conduct exploratory fishing for coonstripe shrimp and, as time and weather allowed, spot prawns along the Humboldt County coastline. Commercial quantities were not found for either species. Furthermore, continued directed searches are not recommended because of the expense involved."
