,MetadataField,Metadata
0,NSGL Document #:,CUIMR-Q-71-001
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,University of California Sea Grant Report 1970-1971
3,Author:,"Shor, George G. Jr."
4,,"Isaacs, John D."
5,Publication Year :,1971
6,Publisher:,"University of California Institute of Marine Resources, La Jolla, California"
7,# Pages / Video Length:,132
8,Publication Type:,"program reports (annual, progress, planning reports, etc)"
9,Program Report #:,IMR Reference No. 72-5; Sea Grant Publication No. 16
