,MetadataField,Metadata
0,NSGL Document #:,CUIMR-T-91-001
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Management of human error in operations of marine systems: review of existing marine related casualty reports, and databases for human and organizational errors"
3,Author:,"Moore, William H."
4,Publication Year :,1991
5,# Pages / Video Length:,45
6,Publication Type:,technical reports/surveys​/patents
7,Program Report #:,HOE-91-1
8,Project #:,R/OE-17
9,Abstract:,"Most (generally 80%) catastrophic marine accidents are the event of compounded human and organizational errors (HOE) during operations. These types of errors can be distinguished as active errors or 'initiating' errors, which normally result in immediate consequences, and latent errors, which can lie dormant within systems for indefinite periods of time, becoming evident only when combined with active errors under unique circumstances. This report addresses the limitations and advantages of existing HOE marine casualty reports, and databases. In addition, it reviews existing and proposed HOE taxonomies for the development of a commonly used and accepted taxonomy and database system for both tankers and platforms to be implemented by operators, regulators, and designers of offshore platform and tanker operations."
