,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-91-015
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Reliability based design criteria for Freeport McMoRan Main Pass Block 299 Sulphur Mine Platforms
3,Author:,"Bea, R. G."
4,,"Moore, G. H."
5,,"Lee, G. C."
6,Publication Year :,1991
7,Source Citation:,"""Twenty-third Offshore Technology Conference,"" Proceedings, Houston, Texas, May 6-9, 1991."
8,# Pages / Video Length:,25
9,Publication Type:,reprints (not peer-reviewed)
10,Project #:,R/OE-11
11,Abstract:,"The application of reliability methods in development of design criteria for the Freeport McMoRan Resource Partners Main Pass Block 299 Sulfur Mine Platforms is described and illustrated. Reliability engineering principles are outlined, including assessment of structural reliability and characterizatio​n of acceptable reliability. This development is cast in the context of the traditional methods that were used for the design of the structure and foundation elements that comprised these structures. Special attention is given to design criteria for the foundation piles as influenced by the substantial subsidence projected for several of the platforms."
