,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-88-004
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Behavioral and physiological measurements of maternal investment in the Steller sea lion, ""Eumetopias jubatus"""
3,Author:,"Higgins, Lesley V."
4,,"Costa, Daniel P."
5,,"Huntley, Anthony C."
6,,"LeBoeuf, Burney J."
7,Publication Year :,1988
8,Source Citation:,"""Marine Mammal Science,"" 4(1):44-58, January 1988."
9,Publication Type:,reprints (peer-reviewed)
10,Project #:,R/F-82
11,Abstract:,"In order to provide information on the pattern of maternal investment in the Steller sea lion, female onshore and offshore movements, pup growth, milk consumption, and suckling behavior were quantified. These data were then used to make comparisons between maternal attendance pattern, milk intake and pup suckling behavior."
