,MetadataField,Metadata
0,NSGL Document #:,CASG-G-07-010
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Parasites as Indicators of Coastal Wetland Health
3,Author:,"Lafferty, Kevin"
4,,"Kuris, Armand"
5,Publication Year :,2007
6,# Pages / Video Length:,2
7,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
8,Project #:,R/CZ-62PD
9,,RR/CZ-119PD
10,,R/OPCENV-01
11,,C/P-1
12,Abstract:,"How healthy is that salt marsh?"" Sea Grant biologists are examining certain kinds of parasites infecting marsh snails to answer this question. They have shown that the collection of parasites inside snails reflects the diversity of animal life at the marsh and hence can be used as an index of wetland health. Put simply: the more parasites in snails, the healthier the marsh. This conclusion is based on what is known about the life cycles of the parasites they are studying. These trematodes, also known as flukes, must sequentially infect certain hosts, beginning with snails. Then, depending on the species, they go on to infect ""intermediate"" hosts such as crabs or fish. Usually, however, the life cycle begins in snails and ends in birds."
