,MetadataField,Metadata
0,NSGL Document #:,MEU-E-17-004
1,Sea Grant Program/Affiliate:,Maine Sea Grant
2,Title:,Oceanic Scales Lesson Plan #4: The Power of Recycling Graph
3,Publication Year :,2017
4,Publisher:,"Orono, ME: Coaction Laboratory, University of Maine and Santa Cruz, CA: Open Laboratory, University of California Santa Cruz."
5,# Pages / Video Length:,7
6,Publication Type:,educational materials
7,Project #:,Dv-15-15
8,URL:,http://oceanics​cales.com/ocean​ic-​scales-​lesson-​plan-​4-​the-​power-​of-​recycling-​graph/
9,Abstract:,Students will gain an understanding of how and why recycling helps our environment while recording and comparing conscious choices they are personally making while setting goals for the future.
