,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-97-008
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,New lamellarin alkaloids from an unidentified ascidian from the Arabian Sea
3,Author:,"Reddy, M. Venkata Rami"
4,,"Faulkner, D. John"
5,,"Venkateswarlu, Y."
6,,"Rao, M. Rama"
7,Publication Year :,1997
8,Source Citation:,"""Tetrahedron,"" 53(10):3457-​3466, 1997."
9,# Pages / Video Length:,10
10,Publication Type:,reprints (peer-reviewed)
11,Project #:,R/MP-60
12,Abstract:,"An unidentified ascidian from the Arabian Sea contained nine new alkaloids of the lamellarin class together with lamellarin N. The structures of the 20-sulfate derivates of lamellarins T, U, V, and Y and lamellarins T-X were identified by interpretation of spectroscopic data. This is the first report of lamellarin sulfates."
