,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-96-049
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Spawning and reproductive performance of domestic white sturgeon (""Acipenser transmontanus"")"
3,Author:,"Van Eenennaam, Joel P."
4,,"Doroshov, Serge I."
5,,"Moberg, Gary P."
6,Publication Year :,1996
7,Source Citation:,"""Proceedings of Culture and Management of Sturgeon and Paddlefish Symposium. American Fisheries Society, pp. 117- 122, San Francisco, California, 1996."
8,# Pages / Video Length:,6
9,Publication Type:,reprints (not peer-reviewed)
10,Project #:,R/A-98
11,Abstract:,"A collaborative University-​Industry White Sturgeon Broodstock Development Program was established in California eight years ago to obtain information on sexual maturation of captive sturgeon and to help the industry in developing broodstock reproductive management. The life cycle of white sturgeon is currently closed in captivity, and domestic offspring are now being used for commercial grow out. However, broodstock management remains a difficult task, due to the longevity of the sturgeon reproductive cycle and complexity of spawning procedures. Details of this program are discussed."
