,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-90-005
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Enantiomeric relationships and anthelmintic activity of dysinin derivatives from ""Dysidea"" marine sponges"
3,Author:,"Horton, Paul"
4,,"Inman, Wayne D."
5,,"Crews, Phillip"
6,Publication Year :,1990
7,Source Citation:,"""Journal of Natural Products,"" 53(1):143-151, January-​February, 1990."
8,# Pages / Video Length:,9
9,Publication Type:,reprints (peer-reviewed)
10,Project #:,R/MP-41
11,Abstract:,"Dysinin-type sesquiterpenes have been isolated during an investigation of the anthelmintic constituents of ""Dysidea herbacea"" collected from Fiji. This report considers the absolute stereochemical assignments of these dysinin sesquiterpenes along with an analysis of the separate occurrence of members of the two enantiomeric series. Results of the anthelmintic evaluation of dysinins are included."
