,MetadataField,Metadata
0,NSGL Document #:,CUIMR-W-97-005
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Taxonomy of economic seaweeds: with reference to some Pacific species, Volume VII"
3,Editor :,"Abbott, Isabella A."
4,Publication Year :,1999
5,Source Citation:,"Results of an international workshop at Kasetsart University, Bangkok, Thailand, May 1997."
6,# Pages / Video Length:,181
7,Publication Type:,conference/work​shop proceedings
8,Program Report #:,T-044
9,Project #:,A/P-1
10,URL:,http://nsgl.gso​.uri.edu/cuimr/​cuimrw97005/cui​mrw97005index.h​tml
11,Abstract:,"In this book, an international group of taxonomists representing the United States, Japan, China, Thailand, Chile, Korea, Vietnam, Malaysia, Australia, Mexico and Hong Kong describe the results of a workshop on the taxonomy of the genera ""Sargassum"", ""Gelidium"", ""Gracilaria"", and ""Halymenia"", new to this series."
12,,"The following papers are included in this proceedings: 1. Studies on the biserrulic ""Sargassum"" of China: II. The series ""Coriifoliae"" J. G. Agardh. C. K. Tseng and Lu Baoren pp. 3-22. 2. Preliminary report of ""Sargassum"" secies collected from Malaysian coasts. Tetsuro Ajisaka, et al. pp. 23-41. 3. Some new taxa of ""Sargassum"" (Phaeophyta) from Vietnam. Nguyen Huu Dinh and Huynh Quang Nang pp. 43-51. 4. Patterns of carposporangial production among species of ""Gelidium"" (Gelidales, Rhodophyta). Bernabe Santelices pp. 55-69. 5. Taxonomic status of the species originally ascribed to the Genus ""Pterocladia"" (Gelidiales, Rhodophyta). Bernabe Santelices pp. 71-80. 6. Taxonomic studies on ""Pterocladiella​"" (Gelidiaceae, Gelidiales, Rhodophyta) from China. Xia Bangmei and Wang Yongqian pp. 81-86. 7. On so-called ""Gracilaria coronopifolia"" from the Philippines and Japan. Hirotoshi Yamamoto, et al. pp. 89-97. 8. The species of ""Gracilaria"" from Vietnam. Masao Ohno, et al. pp. 99- 111. 9. The genera ""Gracilaria"" and ""Gracilariopsis​"" from Norfolk Island, Southwestern Pacific. Alan J. K. Millar and Xia Bangmei pp. 113-119. 10. Observations on an Adelphoparasite growing on ""Gracilaria salicornia"" from Thailand. Ryuta Terada, et al. pp. 131-129. 11. An adelphoparasite growing on ""Gracilaria edulis"" (Gracilariaceae rhodophyta) from Manado, Indonesia. Grevo S. Gerung, et al. pp. 131- 137. 12. A new record of ""Gracilaria, G. Rubra"" C.F. Chang et B.M. Xia from Thailand. Anong Chirapart and Rapeeporn Ruangchauy pp. 137-143. 13. Morphology and culture study of a red alga, ""Halymenia dilatata zanardini"", from Vietnam and Japan. S. Kawaguchi and K. Lewmanomont pp. 147-161. 14. Notes on some species of ""Halymenia"" in the southwestern Pacific. Isabella A. Abbott pp. 163-172. 15. Taxonomic studies on ""Halymenia"" (Halymeniaceae, Halymeniales, Rhodophyta) from China. Xia Bangmei and Wang Yongqian pp. 173-175."
