,MetadataField,Metadata
0,NSGL Document #:,ORESU-G-10-001
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,New Zealand mudsnails: how to prevent the spread of New Zealand mudsnails through field gear [second edition]
3,Author:,"Chan, Sam"
4,,"Siemens, Tania"
5,,"Draheim, Robyn"
6,,"Heimowitz, Paul"
7,,"Tait, Cynthia"
8,,"Johnson, Sherri L."
9,Publication Year :,2010
10,# Pages / Video Length:,10
11,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
12,Program Report #:,ORESU-G-10-001
13,Project #:,A/ESG-07
14,Abstract:,"The New Zealand mudsnail is an introduced aquatic species that has invaded estuaries, lakes, rivers, and streams in Washington, Oregon, California, and many other states in the western U.S. Its small size (<5 mm), cryptic coloration, and ability to survive out of water for weeks make it an ideal hitchhiker. ""New Zealand Mudsnails"" is a guide for field detection and for treating field gear to prevent the spread of these aquatic invaders. It is intended for researchers, monitoring crews, watershed survey groups, and anyone else who travels frequently between aquatic or riparian locations."
