,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-02-038
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Development of a GFP reporter gene for ""Chlamydomonas reinhardtii"" chloroplast"
3,Author:,"Franklin, Scott"
4,,"Ngo, Binh"
5,,"Efuet, Ekem"
6,,"Mayfield, Stephen P."
7,Publication Year :,2002
8,Source Citation:,"""The Plant Journal,"" 30(6):733-744, 2002."
9,# Pages / Video Length:,12
10,Publication Type:,reprints (peer-reviewed)
11,Project #:,R/MP-90
12,Abstract:,"Reporter genes have been successfully used to examine gene expression in chloroplasts of higher plants, and high levels of recombinant protein expression have been reported. However, in the chloroplast of the green alga ""Chlamydomonas reinhardtii"", there has been more limited success. The authors hypothesized that the inability to achieve high levels of recombinant protein expression in the ""C. reinhardtii"" chloroplast was due to the codon bias seen in its genome. To test this hypothesis, they synthesized a gene encoding green fluorescent protein (GFP), optimizing its codon usage to reflect that of major ""C. reinhardtii"" chloroplast-​encoded proteins. They then monitored the accumulation of GFP in chloroplasts transformed with the codon-optimized GFP cassette and compared this expression with the accumulation of GFP in ""C. reinhardtii"" transformed with a non-optimized cassette."
