,MetadataField,Metadata
0,NSGL Document #:,CUIMR-Q-99-001
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,California Sea Grant Program Directory 1999
3,Author:,"Winant, Clinton D. (Director)"
4,,"Wesson, Dolores M."
5,,"Gear, Marsha"
6,,"Dewees, Chris"
7,Publication Year :,1999
8,Publisher:,University of California Sea Grant College Program
9,# Pages / Video Length:,40
10,Publication Type:,"program reports (annual, progress, planning reports, etc)"
11,Program Report #:,R-046
12,Grant/Contract #:,NOAA Sea Grant No. NA66RG0477
13,Project #:,A/P-1
14,Abstract:,"Sea Grant is a unique partnership of public and private sectors, combining research, education, and technology transfer for public service. It is a national network of universities meeting changing environmental and economic needs of people in our coastal, ocean, and Great Lakes regions. This directory presents the 2000-2001 Sea Grant funded research projects and activities supported by the program."
