,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-85-093
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Screening and bioassays for biologically-​active substances from forty marine sponge species from San Diego, California, USA"
3,Author:,"Thompson, J. E."
4,,"Walker, R. P."
5,,"Faulkner, D. J."
6,Publication Year :,1985
7,Source Citation:,"""Marine Biology,"" 88:11-21, 1985."
8,# Pages / Video Length:,11
9,Publication Type:,reprints (peer-reviewed)
10,Project #:,R/MP-30
11,Abstract:,****NO ABSTRACT****
