,MetadataField,Metadata
0,NSGL Document #:,CASG-WR-09-006
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Subsidized predators and imperiled prey: the impact of avian predators on salmonids
3,Author:,"Osterback, Ann-Marie K."
4,,"Frechette, Danielle M."
5,,"Hayes, Sean"
6,,"Bond, Morgan H."
7,,"haffer, Scott A."
8,,"Moore, Jonathan W."
9,Publication Year :,2009
10,Source Citation:,"""94th ESA Annual Meeting,"" Albuquerque, New Mexico, August 2-7, 2009."
11,# Pages / Video Length:,30
12,Publication Type:,reprints (not peer-reviewed)
