,MetadataField,Metadata
0,NSGL Document #:,CASG-S-08-002
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,California's Central Coast Marine Protected Areas - Baseline Data Collection Summary Report
3,Author:,"Gear, Marsha"
4,,"Johnson, Christina"
5,,"Carr, Mark"
6,,"Raimondi, Peter T."
7,,"Starr, Richard M."
8,,"Yoklavich, Mary M."
9,,"Wendt, Dean E."
10,,"Petterson, John S."
11,,"Glazier, Edward W."
12,Publication Year :,2008
13,# Pages / Video Length:,15
14,Publication Type:,technical reports/surveys​/patents
15,Program Report #:,T-068
16,Abstract:,"This report summarizes the 2007-08 Central Coast Marine Protected Areas Baseline Data Collection Projects, which were a collaborative effort between California's State Coastal Conservancy, Ocean Protection Council, California Department of Fish and Game (CDFG), and the California Sea Grant College Program."
