,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-85-084
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Stevensine, a novel alkaloid of an unidentified marine sponge"
3,Author:,"Albizati, Kim F."
4,,"Faulkner, D. John"
5,Publication Year :,1985
6,Source Citation:,"""Journal of Organic Chemistry,"" 50:4163, 1985."
7,Publication Type:,reprints (peer-reviewed)
8,Project #:,R/MP-30
9,Abstract:,"Marine sponges have yielded relatively few alkaloids. This study of an unidentified Micronesian sponge has resulted in the isolation of sceptrin and a new metabolite, stevensine, which possesses the 6,7-​dihydropyrrolo[​2,3-​c]azepin-​8-​one ring system."
