,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-88-073
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Variability of pigment biomass in the California Current system as determined by satellite imagery. 1. Spatial variability
3,Author:,"Smith, Raymond C."
4,,"Zhang, Xueyun"
5,,"Michaelsen, Joel"
6,Publication Year :,1988
7,Source Citation:,"""Journal of Geophysical Research,"" 93(D9):10,863-​10, 882, September 20, 1988."
8,Publication Type:,reprints (peer-reviewed)
9,Project #:,R/CZ-64A
10,Abstract:,"A total of 48 satellite images of the California Current system were analyzed to produce seasonal averages and variances, gradients, and power spectra of chlorophyll plus phaeopigments. Roughly a third to a half of the variance in pigment biomass can be explained by consistent, large-scale gradients. In general, biomass is higher in the north and in nearshore areas. Nearshore areas also have proportionally more small-scale variability than the areas offshore. Results suggest that biological processes dominate the smaller scales, while mesoscale eddies and geostrophic currents dominate the larger scales."
