,MetadataField,Metadata
0,NSGL Document #:,SCU-R-92-006
1,Sea Grant Program/Affiliate:,Southern California Sea Grant
2,Title:,"Implications of dissolved organic material in seawater for the energetics of abalone larvae ""Haliotis rufescens"": a review"
3,Author:,"Manahan, Donal T."
4,,"Jaeckle, William B."
5,Publication Year :,1992
6,Source Citation:,"""Abalone of the World: Biology, Fisheries and Culture,"" S. A. Shepherd, M. J. Tegner, and S. A. Guzman del Proo (eds.), pp. 95-106, 1992."
7,# Pages / Video Length:,12
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,USCSG-R-03-94
10,Abstract:,"Larvae of the abalone ""Haliotis rufescens"" lack a digestive system and have been considered to be 'non-feeding' (lecithotrophic​) throughout their lifespan. This review summarizes recent research illustrating that larval stages of abalone can 'feed' by utilizing organic carbon that is in solution in natural seawater. For the larval cultures studied, the rates of utilization of endogenous biochemical reserves did not supply the energy needs of the larvae. Dissolved organic material in seawater could supply the missing energy not supplied by the egg. These findings suggest that alterations to the organic chemistry of seawater can affect the metabolism of larvae. If such alterations are not controlled for in aquaculture facilities, the presence or absence of dissolved organic compounds in seawater can alter the growth and development of abalone."
