,MetadataField,Metadata
0,NSGL Document #:,CASG-R-08-033
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Food and feeding of jumbo squid Doscidicus gigas in the central Gulf of California during 2005-2007
3,Author:,"Markaida, Unai"
4,,"Gilly, William F."
5,,"Salinas-Zavala, Cesar A."
6,,"Rosas-Luis, Rigoberto"
7,,"Booth, J. Ashley"
8,Publication Year :,2008
9,Source Citation:,"""CalCOFI Report,"" Volume 49, 2008."
10,# Pages / Video Length:,14
11,Publication Type:,reprints (peer-reviewed)
12,Abstract:,"Stomach contents were analysed for 292 medium size (<45 cm mantle length) jumbo squid, Dosidicus gigas, caught in the Gulf of California and adjacent waters in 1998-2000. Diet varied by location and was dominated, in different places, by mesopelagic fishes as Benthosema panamense, Triphoturus mexicanus, and Vinciguerria lucetia. This general pattern of feeding on myctophids coincided with that for large size jumbo squid in 1995- 1997. Pteropods, micronektonic squid, megalopae, and euphausiids were second in importance and some were consumed in larger amounts than in previous years. It is difficult to discern whether these differences in diet were due to a smaller squid size or to a change in the pelagic environment after the 1997-98 El Ni�o event."
