,MetadataField,Metadata
0,NSGL Document #:,CUIMR-Q-80-003
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,The Ocean Temperature Field in Southern California Coastal Waters with Application to Ocean Thermal Outfall Systems (Final Report)
3,Author:,"Bratkovich, A."
4,Publication Year :,1980
5,Publisher:,University of California Sea Grant
6,# Pages / Video Length:,64
7,Publication Type:,"program reports (annual, progress, planning reports, etc)"
8,Grant/Contract #:,NOAA Sea Grant
9,Project #:,R/CZ-31
10,Abstract:,"The feasibility of using coastal waters for thermal waste disposal in electrical power generation is determined to a large extent by the restrictions imposed by public institutions. The intent of these restrictions is to preserve environmental quality and to provide a means of evaluating the impact of such activities on the coastal ecosystem. This report attempts to describe the natural variability of the coastal temperature field on the Southern California continental shelf and to identify the processes that are most important in determining its behavior. This description is made in a framework that is suitable for answering a few of the questions associated with thermal waste disposal practices. A simple model is presented that describes certain features of the far dispersion field and suggests that tidal processes are important in determining the nature of the temperature background and the advective current characteristics​ appropriate to the far field. Finally, a few suggestions are made regarding future modelling efforts."
