,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-01-030
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Hormones in the lives of crustaceans: an overview
3,Author:,"Chang, Ernest S."
4,,"Chang, Sharon A."
5,,"Mulder, Eva P."
6,Publication Year :,2001
7,Source Citation:,"""American Zoologist,"" 41:1090-1097, 2001."
8,# Pages / Video Length:,8
9,Publication Type:,reprints (peer-reviewed)
10,Project #:,R/A-111
11,Abstract:,"Researchers present an overview of the isolation and characterizatio​n of three hormone families important for the growth and development of decapod crustaceans. These hormones include the ecdysteroids (steroid molting hormones), the hyperglycemic hormone neuropeptide family, and the terpenoid methyl farnesoate. Using examples primarily from their own laboratory, the authors describe work on these hormones using various life stages of the lobster (""Homarus americanus"")."
