,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-97-014
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Methyl farnesoate: crustacean juvenile hormone in search of functions
3,Author:,"Homola, Ellen"
4,,"Chang, Ernest S."
5,Publication Year :,1997
6,Source Citation:,"""Comparative Biochemical Physiology,"" 117B(3):347-​356, 1997."
7,# Pages / Video Length:,10
8,Publication Type:,reprints (peer-reviewed)
9,Project #:,R/F-160
10,Abstract:,"The sesquiterpenoid methyl farnesoate (MF) is synthesized by crustacean mandibular organs and is present in the hemolymph. The chemical structure of MF is nearly identical to that of insect juvenile hormone III, differing only by the absence of an epoxide group. The functions of MF in crustaceans have been elusive, in part because the mandibular organs of most species are difficult to ablate. However, three roles of MF have emerged from a growing body of literature. They are (a) stimulation of general protein synthesis; (b) promotion of the molt cycle; and (c) reproduction in both males and females. These functions are not universal; rather, they reflect the diversity of the crustaceans that have been studied to date. This review synthesizes aspects of what is known about MF in crustaceans and outlines some current avenues of research."
