,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-97-048
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,The mechanism of Golgi segregation during mitosis is cell type-specific
3,Author:,"Stanley, Harold"
4,,"Botas, Juan"
5,,"Malhotra, Vivek"
6,Publication Year :,1997
7,Source Citation:,"""National Academy of Science,"" 94:14467-14470, December 1997."
8,# Pages / Video Length:,4
9,Publication Type:,reprints (peer-reviewed)
10,Project #:,R/PM-72
11,Abstract:,"Golgi membranes in ""Drosophila"" embryos and tissue culture cells are found as discrete units dispersed in the cytoplasm. The author of this investigation present evidence that Golgi membranes do not undergo any dramatic change in their organization during the rapid mitotic divisions of the nuclei in the syncitial embryo or during cell division postcellulariza​tion. By contrast, in ""Drosophila"" tissue culture cells, the Golgi membranes undergo complete fragmentation during mitosis. This study shows that the mechanism of Golgi partitioning during cell division is cell type-specific."
