,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-92-004
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Role of the midgut gland in metabolism and excretion of ecdysteroids by lobsters, ""Homarus americanus"""
3,Author:,"Snyder, Mark J."
4,,"Chang, Ernest S."
5,Publication Year :,1992
6,Source Citation:,"""General and Comparative Endocrinology,"" 85:286-296, 1992."
7,# Pages / Video Length:,11
8,Publication Type:,reprints (peer-reviewed)
9,Project #:,R/A-80
10,Abstract:,"Ecdysteroids (Ecds) are polyhydroxylate​d steroid hormones found in arthropods. In crustaceans, Ecds are known to be important in the regulation of molting and may have other roles in reproduction. This study extends earlier observations on the distribution and metabolism of Ecds in lobsters. Titers of Ecd metabolites in midgut glands (MGs) are reported for lobsters at four molt stages. Evidence for apolar Ecd association with a putative binding protein in the lobster that is similar to one previously described in the crayfish is reported."
