,MetadataField,Metadata
0,NSGL Document #:,CASG-R-10-051
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Mortality affects adaptive allocation to growth and reproduction: field evidence from a guild of body snatchers
3,Author:,"Hechinger, Ryan F."
4,Publication Year :,2010
5,Source Citation:,"""BMC Evolutionary Biology,"" 10(136):1-14, 2010."
6,# Pages / Video Length:,14
7,Publication Type:,reprints (peer-reviewed)
8,Project #:,R/OPCENV-01
9,Abstract:,"The probability of being killed by external factors (extrinsic mortality) should influence how individuals allocate limited resources to the competing processes of growth and reproduction. Increased extrinsic mortality should select for decreased allocation to growth and for increased reproductive effort. This study presents perhaps the first clear cross-species test of this hypothesis, capitalizing on the unique properties offered by a diverse guild of parasitic castrators (body snatchers). I quantify growth, reproductive effort, and expected extrinsic mortality for several species that, despite being different species, use the same species' phenotype for growth and survival. These are eight trematode parasitic castrators-the individuals of which infect and take over the bodies of the same host species-and their uninfected host, the California horn snail. Results: As predicted, across species, growth decreased with increased extrinsic mortality, while reproductive effort increased with increased extrinsic mortality. The trematode parasitic castrator species (operating stolen host bodies) that were more likely to be killed by dominant species allocated less to growth and relatively more to current reproduction than did species with greater life expectancies. Both genders of uninfected snails fit into the patterns observed for the parasitic castrator species, allocating as much to growth and to current reproduction as expected given their probability of reproductive death (castration by trematode parasites). Additionally, species differences appeared to represent species-​specific adaptations, not general plastic responses to local mortality risk. Conclusions: Broadly, this research illustrates that parasitic castrator guilds can allow unique comparative tests discerning the forces promoting adaptive evolution. The specific findings of this study support the hypothesis that extrinsic mortality influences species differences in growth and reproduction."
