,MetadataField,Metadata
0,NSGL Document #:,SCU-N-14-01b
1,Sea Grant Program/Affiliate:,Southern California Sea Grant
2,Title:,"Urban Mariner (Volume 5, Number 2, Fall 2014): The sea grant x-files: halibut sexing and no eyed, many-spined, grazing, purple, kelp-eaters"
3,Author:,"Stevenson, Charlotte"
4,Editor :,"Grifman, Phyllis"
5,Publication Year :,2014
6,# Pages / Video Length:,8
7,Publication Type:,periodicals
8,Program Report #:,USCSG-​PR-​04-​2015
9,Project #:,R/CE-35
10,Notes:,OPC FUNDING
