,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-98-019
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Acquisition and utilization of transitional metal ions by marine organisms
3,Author:,"Butler, Alison"
4,Publication Year :,1998
5,Source Citation:,"""Science,"" 281:207-210, July 10, 1998."
6,# Pages / Video Length:,4
7,Publication Type:,reprints (peer-reviewed)
8,Project #:,R/MP-76
9,Abstract:,"Despite its relative scarcity, iron is essential to marine organisms, and iron levels represent one of the key limitations in marine ecosystems. In this article, the author covers some of the mechanisms by which marine organisms aquire iron and use other essential metal ions."
