,MetadataField,Metadata
0,NSGL Document #:,SIO-R-71-002
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Mass culture of the rotifer Brachionus plicatilis and its evaluation as a food for larval anchovies
3,Author:,"Theilacker, G. H."
4,,"McMaster, M. F."
5,Publication Year :,1971
6,Source Citation:,"Marine Biology, International Journal on Life in Oceans and Coastal Waters, 10(2):183-188, July 1971"
7,Publisher:,Springer-Verlag
8,# Pages / Video Length:,6
9,Publication Type:,reprints (peer-reviewed)
