,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-86-039
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Metabolites of the burrowing sponge ""Siphonodictyon coralliphagum"""
3,Author:,"Sullivan, Brian W."
4,,"Faulkner, D. John"
5,Publication Year :,1986
6,Source Citation:,"""The Journal of Organic Chemistry,"" 51(24):4568-​4573, 1986."
7,Publication Type:,reprints (peer-reviewed)
8,Project #:,R/MP30
9,Abstract:,"The burrowing sponge ""Siphonodictyon coralliphagum"" was obtained from several Caribbean and Pacific locations and the metabolites from each collection were compared. Six new metabolites are described and the structure of one is revised. The antimicrobial properties of the metabolites are reported."
