,MetadataField,Metadata
0,NSGL Document #:,CASG-R-06-012
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Sea surface temperature fronts in the California Current System
3,Author:,"Castelao, Renato M."
4,,"Mavor, Timothy P."
5,,"Barth, John A."
6,,"Breaker, Lawrence C."
7,Publication Year :,2006
8,Source Citation:,"""Journal of Geophysical Research,"" 111(C09026):1-​13, 2006."
9,# Pages / Video Length:,13
10,Publication Type:,reprints (peer-reviewed)
11,Project #:,R/CZ-181
12,Abstract:,"Sea surface temperature (SST) fronts are determined for the 2001?2004 time period from Geostationary Operational Environmental Satellites (GOES) data in the California Current System (CCS). The probability of detecting a SST front at an individual pixel location in the CCS is presented as a bi-monthly climatology. Fronts clearly indicate the seasonal evolution of coastal upwelling, as well as meanders and filaments that are often linked with irregularities in coastline geometry. Winter is characterized by low frontal activity along the entire coast. Fronts first appear close to the coast during spring, particularly south of Cape Blanco, where upwelling favorable winds are already persistent. The area of high frontal activity continues to increase during summer, especially between Monterey Bay and Cape Blanco, extending more than 300 km from the coast. The region with high frontal activity widens at 2.6 km day 1. Off northern Baja California, a band with persistent fronts is found close to the coast year-round, but there is no evidence of a seasonal widening of the area of higher activity. During fall, the weakening of upwelling favorable winds leads to a gradual decrease in frontal activity. An empirical orthogonal function (EOF) decomposition reveals the development of SST fronts associated with seasonal upwelling for locations north of Monterey Bay, with less summer intensification to the south. The first appearance of fronts close to the coast during spring and the occurrence of the fronts offshore later in the season are represented by additional statistically significant EOF modes."
