,MetadataField,Metadata
0,NSGL Document #:,CASG-Q-11-001
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,California Sea Grant Program Directory 2011
3,Author:,California Sea Grant College Program
4,Publication Year :,2011
5,# Pages / Video Length:,48
6,Publication Type:,"program reports (annual, progress, planning reports, etc)"
7,Program Report #:,Report No. R-060
8,Project #:,C/P-1
9,Abstract:,"California Sea Grant contributes to the growing body of knowledge about coastal and marine resources and helps solve contemporary marine-related problems through its sponsored research. It supports graduate education by funding trainees who work with marine scientists and engineers on a diversity of subject areas. Through its outreach and communications components, developments in information and technology are transferred to stakeholders. Its Extension personnel play a major role in the link between university, industry and the public. The research funded is selected on the basis of competitive, peer-reviewed proposals and addresses a wide range of problems and opportunities. This Program Directory provides summaries of the projects funded in 2011 by California Sea Grant. Further information on any of these projects is available by contacting our offices, or visiting the program Web site- http://www.csgc​.ucsd.edu."
