,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-93-014
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Culture of juvenile lobsters (""Homarus americanus"")"
3,Author:,"Conklin, Douglas E"
4,,"Chang, Ernest S."
5,Publication Year :,1993
6,Source Citation:,"""CRC Handbook of Mariculture"" Volume 1: Crustacean Aquaculture, James P. McVey, ed., pp. 497-510, 1993."
7,Publisher:,CRC Press
8,# Pages / Video Length:,14
9,Publication Type:,reprints (not peer-reviewed)
10,Project #:,R/A-80
11,Abstract:,"Although many aspects of the general biology of lobsters were known by the 1970s, surprisingly little attention had been paid to the husbandry of rapidly growing juveniles. Answers to a variety of questions relating to appropriate culture systems, feeds, etc., essential in developing a viable technology, had to be developed from scratch. To provide such answers, a number of laboratories, primarily in the U.S. and Canada, pursued research programs focused on the American lobster. The goal of this chapter is to review the efforts made to develop culture techniques for juvenile lobsters as well as to delineate those aspects relating to commercial-​scale culture which remain to be explored."
