,MetadataField,Metadata
0,NSGL Document #:,CUIMR-L-95-003
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Clean boating bibliography, annotated"
3,Author:,"McCoy, Erika J. A."
4,,"Johnson, Leigh T."
5,Publication Year :,1995
6,# Pages / Video Length:,30
7,Publication Type:,directories/bib​liographies/ind​exes
8,Program Report #:,UCSGEP-SD 95-9
9,Project #:,A/EA-1
10,Abstract:,"References described in this bibliography were reviewed during preparation of an educational program on preventing pollution from marinas and recreational boating. Each of the 125 references includes a brief, descriptive annotation."
