,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-82-059
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Effects of chelae immobilization on growth and survivorship for individually and communally raised lobsters, ""Homarus americanus"""
3,Author:,"Kendall, Richard A."
4,,"van Olst, Jon C."
5,,"Carlberg, James M."
6,Publication Year :,1982
7,Source Citation:,"""Aquaculture,"" 29:359-372, 1982."
8,# Pages / Video Length:,14
9,Publication Type:,reprints (peer-reviewed)
10,Project #:,R/A-21
