,MetadataField,Metadata
0,NSGL Document #:,AKU-H-10-004
1,Sea Grant Program/Affiliate:,Alaska Sea Grant
2,Title:,"Marine mammals of the Eastern North Pacific including Southern Alaska, West Coast of North America, Hawaiian Islands, and Gulf of California (3rd edition)"
3,Author:,"Folkens, Pieter Arend"
4,Publication Year :,2010
5,# Pages / Video Length:,4 folds
6,Publication Type:,"handbooks, manuals, guides"
7,Program Report #:,M-17
8,Project #:,A/161-02
9,Abstract:,"A new edition of the color-​illustrated foldout guide that shows all 49 marine mammals found in southern Alaska, the Hawaiian Islands, the Gulf of California, and along the west coast of North America. This concise and comprehensive waterproof guide helps with on-site identification, and is an excellent classroom tool. It also includes guidelines for watching marine mammals, habitat information, biology and diversity, and an illustrated glossary to habits and behaviors. Illustrated by Pieter Folkens."
