,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-88-031
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Nitrogen effects on ""Spartina foliosa"" and ""Salicornia virginica"" in the salt marsh at Tijuana Estuary, California"
3,Author:,"Covin, Jordan D."
4,,"Zedler, Joy B."
5,Publication Year :,1988
6,Source Citation:,"""Wetlands,"" 8:51-65, 1988."
7,Publication Type:,reprints (peer-reviewed)
8,Project #:,R/CZ-51
9,Abstract:,"Nitrogen effects were examined by experimentally enriching plots of pure ""Spartina foliosa"" and mixed ""Spartina/Salic​ornia virginica"" at Tijuana Estuary, California. Even with large inputs of organic nitrogen from sewage spills in 1983, plants responded to experimental urea enrichment. In mixed plots, enrichment had no apparent effect on ""Spartina"" but increased the growth of ""Salicornia"". The experimental removal of ""Salicornia"" from mixed stands increased ""Spartina"" production, but removal of ""Spartina"" did not affect ""Salicornia"". ""Salicornia"" is a superior competitor for nitrogen and checks the growth of ""Spartina"" even in enriched conditions."
