,MetadataField,Metadata
0,NSGL Document #:,CASG-R-09-011
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Genomic islands link secondary metabolism to functional adaptation in marine actinobacteria
3,Author:,"Penn, Kevin"
4,,"Jenkins, Caroline"
5,,"Nett, Markus"
6,,"Udwary, Daniel W."
7,,"Gontang, Erin A."
8,,"McGlinchey, Ryan P."
9,,"Foster, Brian"
10,,"Lapidus, Alla"
11,,"Podell, Sheila"
12,,"Allen, Eric E."
13,,"Moore, Bradley S."
14,,"Jensen, Paul R."
15,Publication Year :,2009
16,Source Citation:,"""The ISME Journal,"" 1-11, 2009."
17,Publisher:,International Society for Microbial Ecology
18,# Pages / Video Length:,11
19,Publication Type:,reprints (peer-reviewed)
