,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-98-024
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Greater male fitness of a rare invader (""Spartina alterniflora"", ""Poaceae"") threatens a common native (""Spartina foliosa"") with hybridization"
3,Author:,"Anttila, Carina K."
4,,"Daehler, Curtis C."
5,,"Rank, Nathan E."
6,,"Strong, Donald R."
7,Publication Year :,1998
8,Source Citation:,"""American Journal of Botany,"" 85(11):1597-​1601, 1998."
9,# Pages / Video Length:,5
10,Publication Type:,reprints (peer-reviewed)
11,Project #:,R/CZ-133
12,Abstract:,"This study addresses mechanisms of hybridization between a rare invader, smooth cordgrass and the common native California cordgrass in the salt marshes of San Francisco Bay. These species are wind-pollinated and flower in summer. The invader produced 21-fold the viable pollen of the native, and 28% of invader pollen germinated on native stigmas. This pollen swamping and superior siring ability by the invader could lead to serial genetic assimilation of a very large native population. This will lead to habitat loss for shore birds and marine life as well to genetic pollution of native California cordgrass."
