,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-91-009
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"New diterpenoids from the Caribbean gorgonian ""Eunicea calyculata"". Photochemical interconversion of the cembrene and cubitene skeletons"
3,Author:,"Shin, Jongheon"
4,,"Fenical, William"
5,Publication Year :,1991
6,Source Citation:,"""The Journal of Organic Chemistry,"" 56(3):1227-​1233, 1991."
7,# Pages / Video Length:,7
8,Publication Type:,reprints (peer-reviewed)
9,Project #:,R/MP-39
10,Abstract:,"Early chemical investigations of ""Eunicea"" species, beginning in the early 1960s, showed these animals to be a chemically complex resource for cembrene lactones. More recent studies have shown that this gorgonian genus produces a wider diversity of secondary metabolites. Seven new diterpenoids of the cubitane and cembrane classes have been isolated from the Caribbean sea whip ""Eunicea calyculata"". The first photochemical transformation of a cembrene to a cubitene diterpenoid is reported."
