,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-02-029
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Immunolocalizat​ion of clavanins in ""Styela clava"" hemocytes"
3,Author:,"Menzel, Lorenzo P."
4,,"Lee, In Hee"
5,,"Sjostrand, Birgitta"
6,,"Lehrer, Robert I."
7,Publication Year :,2002
8,Source Citation:,"""Developmental and Comparative Immunology,"" 26:505- 515, 2002."
9,# Pages / Video Length:,11
10,Publication Type:,reprints (peer-reviewed)
11,Project #:,R/MP-93
12,Abstract:,"Clavanins are antimicrobial peptides that were isolated from a mixed population of ""Styela clava"" hemocytes. To learn which types of hemocytes contained clavanins, scientists raised a polyclonal antibody that recognized five different clavanins, and used it to localize these peptides by light and electron microscopy."
