,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-04-004
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,The role of vanadium bromoperoxidase in the biosynthesis of halogenated marine natural products
3,Author:,"Butler, Alison"
4,,"Carter-​Franklin, Jayme N."
5,Publication Year :,2004
6,Source Citation:,"""Nat. Prod. Rep.,"" 21:180-188, 2004."
7,Publisher:,Royal Society of Chemistry
8,# Pages / Video Length:,9
9,Publication Type:,reprints (peer-reviewed)
10,Project #:,R/MP-94
11,Abstract:,"Vanadium bromoperoxidase (V-BrPO) is an enzyme present in marine algae that catalyzes electrophilic halogenation reactions using hydrogen peroxide to oxidize and thereby activate bromide ion. In this study, scientists review the structure of vanadium haloperoxidases and show that V-BrPO can catalyze the bromination and cyclization of terpene substrates that are likely biological precursors to halogenated marine natural products of pharmaceutical interest."
