,MetadataField,Metadata
0,NSGL Document #:,CUIMR-I-98-004
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,California Sea Grant Extension Program
3,Author:,"Tom, Pamela"
4,Publication Year :,1998
5,# Pages / Video Length:,3
6,Publication Type:,"web/blog sites (topical), other web-based resources"
7,Program Report #:,UCSGEP 98-2W
8,Project #:,A/EA
9,URL:,http://seafood.​ucdavis.edu/org​anize/sgep.htm
10,Abstract:,"This program sheet outlines the purposes, types of information and materials available, and office locations of the California Sea Grant Extension Program."
