,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-94-060
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,New nectriapyrones by salt water culture of a fungus separated from an Indo-Pacific sponge
3,Author:,"Abrell, Leif M."
4,,"Cheng, Xing-Chung"
5,,"Crews, Phillip"
6,Publication Year :,1994
7,Source Citation:,"""Tetrahedron Letters,"" 35(49):9159-​9160, 1994."
8,# Pages / Video Length:,2
9,Publication Type:,reprints (peer-reviewed)
10,Project #:,R/MP-63
11,Abstract:,"The salt water culture of an unidentified fungus separated from an Indo-Pacific marine sponge has yielded new tetraketide natural products, demethyl nectriapyrone A and nectriapyrone B. These alpha-pyrone containing compounds are analagous to nectriapyrone, previously reported from a terrestrial fungus."
