,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-95-046
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Voltammetric estimation of iron (III) thermodynamic stability constants for catecholate siderophores isolated from marine bacteria and cyanobacteria
3,Author:,"Lewis, Brent L."
4,,"Holt, Pamela D."
5,,"Taylor, Steven W."
6,,"Wilhelm, Steven W."
7,,"Trick, Charles G."
8,,"Butler, Alison"
9,,"Luther, George W. III"
10,Publication Year :,1995
11,Source Citation:,"""Marine Chemistry,"" 50:179-188, 1995."
12,# Pages / Video Length:,10
13,Publication Type:,reprints (peer-reviewed)
14,Project #:,R/MP-53
15,Abstract:,"Thermodynamic stability constants have been estimated for the complexation of iron(III) with catecholate-​type siderophores isolated from the marine bacterium ""Alteromonas luteoviolacea"" and from the marine cyanobacterium ""Synechococcus"" sp. Stability constants were determined utilizing the 'chelate scale' of Taylor et al. (1994). The scale is based upon a linear relationship between the reduction potentials and the pH-independent thermodynamic stability constants for known iron(III) complexes. The binding strengths of the iron(III) complexes examined in this study are quite high, suggesting that catecholate siderophores may play a role in the solubilization and biological uptake of iron in the marine environment."
