,MetadataField,Metadata
0,NSGL Document #:,CUIMR-T-90-001
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,California and ocean management: problems and opportunities
3,Author:,"Cicin-Sain, Biliana"
4,Publication Year :,1990
5,# Pages / Video Length:,39
6,Publication Type:,technical reports/surveys​/patents
7,Program Report #:,P-T-49
8,Project #:,R/NP-1-16D
9,Abstract:,"California's experience with ocean management since the 1960s is analyzed in comparison to a set of factors or conditions which appear to facilitate the initiation and sustenance of ocean management efforts in other states. The application of these factors to the California context highlights the challenges which California's newly-created Ocean Resources Task Force will confront as it attempts to develop and implement an ocean management agenda. These factors include the state's maritime tradition, the existing organization of marine affairs in the state, the many conflicts that occur among diverse ocean users, and the changing political climate, among both political elites and the public."
