,MetadataField,Metadata
0,NSGL Document #:,CUIMR-F-81-001
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Palau's marine ecosystems (filmstrip narrative)
3,Author:,"Chave, E. H."
4,,"McCord, Carol"
5,,"Aderkeroi, David"
6,,"Bukerrou, Hiob"
7,,"Katosang, Salvadora"
8,,"Sadang, Peter"
9,Publication Year :,1981
10,# Pages / Video Length:,16
11,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
12,Program Report #:,E-CSGCP-001
13,Project #:,A/P-1
14,Notes:,NSGD has one in-house copy of the filmstrip. We do not have the cassette. Also please note that the filmstrip is entitled Palau's Marine Environment.
15,Abstract:,****NO ABSTRACT****
