,MetadataField,Metadata
0,NSGL Document #:,CUIMR-G-93-002
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Natural marine toxins
3,Author:,"Price, Robert J."
4,,"Hansgen, Kenneth H."
5,,"Langlois, Gregg W."
6,Publication Year :,1993
7,# Pages / Video Length:,2
8,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
9,Program Report #:,UCSGEP 93-2
10,Project #:,A/EA-1
11,Notes:,"Food Sci. & Technol., Univ. of California, Davis, CA 95616-8598."
12,Abstract:,"Paralytic shellfish poisoning (PSP) toxins and domoic acid are naturally occurring marine toxins. Single-called marine plants (phytoplankton) produce these toxins. Marine animals such as bivalves that filter their food from seawater may accumulate these toxins. The toxins do not appear to directly harm the animals, but people eating toxic seafoods may become poisoned. PSP toxins and domoic acid are powerful nerve poisons with no taste or odor. Cleaning seafoods in many cases will not remove the toxins, nor will cooking destroy them. This pamphlet lists precautions to be taken when gathering shellfish."
