,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-86-044
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Bengamides, heterocyclic anthelminthics from a jaspidae marine sponge"
3,Author:,"Quinoa, Emilio"
4,,"Adamczeski, Madeline"
5,,"Crews, Phillip"
6,,"Bakus, Gerald J."
7,Publication Year :,1986
8,Source Citation:,"""The Journal of Organic Chemistry,"" 51(23):4494-​4497, 1986."
9,Publication Type:,reprints (peer-reviewed)
10,Project #:,R/MP-33
11,Abstract:,"The methanol extract of an undescribed Fiji sponge contains the novel seven-membered ring heterocycles, bengamide A and bengamide B; their chemical structures are described. These compounds are toxic to eucaryotic cells, nematodes, and bacteria."
