,MetadataField,Metadata
0,NSGL Document #:,CASG-V-04-001
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Time for a change: alternatives to copper-based boat bottom paint (English & Spanish versions DVD)
3,Author:,"Johnson, Leigh T."
4,,"Gonzalez, Jamie A."
5,,"Poe, Mike (producer/direc​tor)"
6,Publication Year :,2004
7,Publication Type:,videos
8,Program Report #:,T-055
9,Project #:,A/P-1
10,Abstract:,"This DVD is based on a series of research and education projects by authors from the University of California Cooperative Extension-Sea Grant Extension Program in San Diego County. This information will help boat owners, boating and coating businesses, and government and environmental organizations make decisions about cost- effective and environmentally friendly antifouling strategies. Separate programs in English and Spanish are included on this DVD. Additional information may be obtained from: http://seagrant​.ucdavis.edu/ and http://www.csgc​.ucsd.edu."
