,MetadataField,Metadata
0,NSGL Document #:,CASG-H-11-002
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Buena salud con pescado y mariscos gu�a del consumidor
3,Author:,"Morrissey, Michael"
4,,"Hellberg, Rosalee"
5,,"Geise, Laura"
6,,"Pivarnik, Lori"
7,,"Hicks, Doris"
8,,"Tom, Pamela"
9,,"Otwell, Steve"
10,,"Mann, Heather"
11,,"Gall, Ken"
12,,"Kern, Steve"
13,Publication Year :,2011
14,# Pages / Video Length:,9
15,Publication Type:,"handbooks, manuals, guides"
16,Project #:,A/EA-AR-01
17,Notes:,In Spanish
18,Abstract:,Beneficios y seguridad del pescado y gu�a del consumidor
