,MetadataField,Metadata
0,NSGL Document #:,CUIMR-G-87-001
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Cleaning compounds for food processing plants
3,Author:,"Price, Robert J."
4,Publication Year :,1987
5,# Pages / Video Length:,7
6,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
7,Program Report #:,UCSGEP86-11
8,Project #:,A/EA-1
9,Abstract:,"The use of properly formulated cleaning compounds is an important part of any food plant sanitation program. Cleaning compounds may contain one or more ingredients based on the type of soil to be removed, the surface to be cleaned, the hardness of the water, and the application method to be used. Cleaning compounds are formulated to achieve a number of results; because no single chemical can satisfy all the requirements, it is essential to have the proper blend of ingredients. This publication is designed to help the user select the proper compound for individual sets of circumstances by characterizing the variables involved."
