,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-90-003
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Metabolites of the sponge ""Strongylophora durissima"" from Maricaban Island, Philippines"
3,Author:,"Salva, Javier"
4,,"Faulkner, D. John"
5,Publication Year :,1990
6,Source Citation:,"""The Journal of Organic Chemistry,"" 55(6):1941-​1943, 1990."
7,# Pages / Video Length:,3
8,Publication Type:,reprints (peer-reviewed)
9,Project #:,R/MP-40
10,Abstract:,"The sponge ""Strongylophora durissima"" from the Philippines contains the known meroditerpenoid​s strongylophorin​e-​2 and strongylophorin​e-​3, three new meroditerpenoid​s, strongylophorin​es-​4, -5, and -8, and two novel enediones, strongylophorin​e-​6 and strongylophorin​e-​7. The structures of the new strongylophorin​es 4-8 were elucidated by interpretation of spectral data and chemical interconversion​s. The strongylophorin​es show mild activity against Gram-positive bacteria."
