,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-93-058
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Occurrence of the codling (""Halargyreus johnsonii"", moridae), in the eastern North Pacific"
3,Author:,"Logan, J. Eric"
4,,"Day, Kathy L."
5,,"Marks, Mark"
6,,"Assemien, Olga"
7,Publication Year :,1993
8,Source Citation:,"""California Fish and Game,"" 79(1):39-41, 1993."
9,# Pages / Video Length:,3
10,Publication Type:,reprints (peer-reviewed)
11,Project #:,R/F-131
12,Abstract:,"This report documents the occurence of ""Halargyreus johnsonii"", a codling, caught 20 March 1990 during a study of catch composition in the northern California deep-water trawl fishery, and represents only the fourth recorded capture of ""H. johnsonii"" in the eastern North Pacific. The specimen was caught in a commercial bottom trawl at approximately 980 m depth 33 naut miles off the Klamath River."
