,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-93-054
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,A siderophore from a marine bacterium with an exceptional ferric ion affinity constant
3,Author:,"Reid, Richard T."
4,,"Live, David H."
5,,"Faulkner, D. John"
6,,"Butler, Alison"
7,Publication Year :,1993
8,Source Citation:,"""Nature,"" 366:455-458, December 2, 1993."
9,# Pages / Video Length:,4
10,Publication Type:,reprints (peer-reviewed)
11,Project #:,R/MP-53
12,Notes:,ferric ion
13,Abstract:,"The paucity of iron in surface ocean water has spurred a lively debate concerning iron limitation of primary productivity, yet little is known about the molecular mechanisms used by marine microorganisms to sequester iron. Terrestrial bacteria use a siderophore-​mediated ferric uptake system. Reported here is the first structure determination of the siderophores from an open- ocean bacterium, alterobactin A and B from ""Alteromonas luteoviolacea"". Alterobactin A has an exceptionally high affinity constant for ferric ion; at least some marine microorganisms may have developed higher-affinity iron chelators as part of an efficient iron-uptake mechanism which is more effective than that of their terrestrial counterparts."
