,MetadataField,Metadata
0,NSGL Document #:,SCU-R-84-004
1,Sea Grant Program/Affiliate:,Southern California Sea Grant
2,Title:,APPARENT PREDATION ON ICHTHYOPLANKTON BY ZOOPLANKTON AND FISHES IN NEARSHORE WATERS OF SOUTHERN CALIFORNIA
3,Author:,"BREWER, G D"
4,,"KLEPPEL, G S"
5,,"DEMPSEY, M"
6,Publication Year :,1984
7,Source Citation:,"MARINE BIOLOGY, 80( ):0017-0028, 1984"
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,USCSG-R-06-84
10,Abstract:,ICHTHYOPLANKTON​;PREDATION;FISH​;ZOOPLANKTON;D
