,MetadataField,Metadata
0,NSGL Document #:,CUIMR-N-73-007
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Sea Grant U-California (Volume 1, No. 1, No. 2, No. 3, March, May, and July 1973; Volume 2, No. 1 and No. 2, September and November 1973)"
3,Editor :,"Price, Sue"
4,Publication Year :,1973
5,Publisher:,University of California Institute of Marine Resources/Sea Grant
6,# Pages / Video Length:,20
7,Publication Type:,periodicals
8,Grant/Contract #:,NOAA Sea Grant #USDC 04-3-158-22
9,Notes:,Published bimonthly. Changed name to Newsletter.
10,Abstract:,"Topics include: 24 sections of a 8.5 -foot-long PVC pipe, by Gerald Wick; Quinquennial history: seven/nine UC campuses, plus one state university; Industry (Mona-Mona Products Corp) nabs Bodega Bay Aquaculture boy; Aquaculture-​-​but why?; State and federal legislation proposed to ease matching funds pinch; New anti-fouling agent (Juvenile hormone mimic ZR-512); Beach survey notes squatter problem; funding; Oil companies disavow new Santa Barbara slick SG chem-engineer checks claim; Moss Landing marine labs; MLML and sablefish; Simple chemical test for toxins could eliminate need for mussel quarantine; Plaque hails UC achievement"
