,MetadataField,Metadata
0,NSGL Document #:,CASG-R-03-042
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Large diurnal temperature fluctuations in the nearshore water column
3,Author:,"Kaplan, David M."
4,,"Largier, John L."
5,,"Navarrete, Sergio"
6,,"Guinez, Ricardo"
7,,"Castilla, Juan Carlos"
8,Publication Year :,2003
9,Source Citation:,"""Estuarine, Coastal and Shelf Science,"" 57:385-398, 2003."
10,# Pages / Video Length:,14
11,Publication Type:,reprints (peer-reviewed)
12,Project #:,R/CZ-164
13,Abstract:,"Large daily temperature fluctuations in the nearshore water column have been observed at several sites along the coast of central and northern Chile, particularly during summertime. These fluctuations are often on the order of the seasonal fluctuation in sea-surface temperature for the area and are capable, in certain locations, of penetrating deep (10�15 m) into the water column during the course of a single day. The authors explain this phenomenon by a combination of solar heating of the sea surface and wind-driven transport and accumulation of these warm, surface waters near shore. Measurements of surface heat flux agree roughly with observed daytime changes in the heat content of the nearshore water column. The strength of these diurnal fluctuations is shown to vary with the strength of coastal upwelling in the area. The potential consequences of this process for nearshore larval transport are unknown, but the authors briefly speculate about its importance."
