,MetadataField,Metadata
0,NSGL Document #:,MOSSLM-N-76-001
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Moss Landing Marine Laboratories News (Volume IV, Number 2 and Number 3, Winter and Spring 1976)"
3,Author:,"Hurley, Robert J."
4,,"Recksiek, Conrad W."
5,Editor :,"Bloom, Naomi"
6,Publication Year :,1976
7,Publisher:,"Moss Landing Marine Laboratories of the California State University and Colleges (Fresno, Hayward, Sacramento, San Francisco, San Jose, and Stanislaus), Moss Landing, California"
8,# Pages / Video Length:,8
9,Publication Type:,periodicals
10,Grant/Contract #:,NOAA Sea Grant
11,Notes:,Two newsletter issues in one entry for 1976. The NSGL did not receive any more issues after 1976.
12,Abstract:,"The Sea Grant newsletter of Moss Landing Marine Laboratories (MLML) in California is published with funding from the Office of Sea Grant, NOAA, and the California State University and Colleges as a free public information service. It contains news of the study and use of the ocean, and emphasizes studies carried on by MLML. Some topics of interest in these issues include: Research projects studying the California market squid; Predictive oceanography; Food chain studies: squid predators, squid prey and competitors. Ten Years of Moss Landing Marine Labs/Sea Grant at Moss Landing; Underwater noise study; 4-H marine science workshop."
