,MetadataField,Metadata
0,NSGL Document #:,CUIMR-N-87-001
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,California Sea Grant Marine Advisory Programs Newsletter (January-​December 1987)
3,Editor :,"Dewees, Christopher M."
4,Publication Year :,1987
5,Publisher:,University of California Cooperative Extension
6,# Pages / Video Length:,26
7,Publication Type:,periodicals
8,Program Report #:,87-1
9,,87-2
10,,87-3
11,,87-4
12,,87-5
13,,87-6
14,Notes:,Published bimonthly
15,Abstract:,Six issues of the Marine Advisory Programs Newsletter reporting news on the California Sea Grant Program for 1987.
