,MetadataField,Metadata
0,NSGL Document #:,LSU-R-02-020
1,Sea Grant Program/Affiliate:,Louisiana Sea Grant
2,Title:,Evaluation of short-term and long-term storage of red snapper and gray snapper sperm
3,Author:,"Holladay, Chase G."
4,,"Riley, Kenneth L."
5,,"Tiersch, Terrence R."
6,,"Chesney, Edward J."
7,Publication Year :,2002
8,Source Citation:,"""World Aquaculture Society Annual Meeting,"" poster session, San Diego, California, January 2002; also presented at the LA Chapter of AFS meeting in Biloxi, Mississippi, February 2002."
9,# Pages / Video Length:,1
10,Publication Type:,reprints (not peer-reviewed)
